"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT07","WT08","WT10"
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-04-06","9.40",,"0.00",,,"72","85","58","  280","  270","21.9","23.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-04-07","8.05",,"0.00",,,"71","84","56","  270","  160","17.0","23.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-04-08","9.84",,"0.00",,,"72","83","58","  210","  220","25.9","36.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-04-09","4.70",,"0.00",,,"63","74","54","  300","  310","14.1","21.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-04-10","5.14",,"0.00",,,"65","79","53","  230","  210","17.0","21.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-04-11","6.71",,"0.08",,,"66","71","57","  180","  190","15.0","21.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-04-12","7.83",,"0.00",,,"62","77","52","  270","  250","17.0","23.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-04-13","6.93",,"0.00",,,"68","78","59","  230","  210","18.1","25.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-04-14","8.50",,"0.00",,,"68","80","59","  310","  290","17.0","23.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-04-15","4.92",,"0.00",,,"70","83","55","  270","  260","14.1","21.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-04-16","6.93",,"0.00",,,"71","86","56","  270","  270","16.1","23.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-04-17","9.40",,"0.00",,,"74","89","58","  200","  200","21.9","29.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-04-18","7.38",,"0.00",,,"70","80","58","  290","  300","18.1","23.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-04-19","5.82",,"0.00",,,"71","83","59","  290","  300","14.1","16.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-04-20","8.05",,"0.00",,,"75","87","62","  270","  270","18.1","29.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-04-21","6.71",,"0.00",,,"75","83","63","  270","  360","23.0","33.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-04-22","5.82",,"0.00",,,"74","91","61","  280","  270","18.1","23.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-04-23","8.05",,"0.00",,,"81","97","65","  260","  260","23.0","29.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-04-24","6.49",,"0.00",,,"84","98","69","  260","  260","16.1","19.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-04-25","5.14",,"0.00",,,"85","99","70","  280","  300","13.0","17.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-04-26","6.71",,"0.00",,,"87","102","71","  300","  330","17.0","23.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-04-27","7.38",,"0.00",,,"88","102","73","  280","  250","21.0","25.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-04-28","5.14",,"0.00",,,"86","101","69","  260","  260","13.0","18.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-04-29","5.59",,"0.00",,,"88","104","73","  280","  310","13.0","19.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-04-30","5.82",,"0.00",,,,"101","75","  300","  330","14.1","19.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-05-01","6.93",,"0.00",,,"88","101","69","  260","  320","17.0","23.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-05-02","7.61",,"0.00",,,"87","99","71","  290","  310","21.0","25.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-05-03","6.71",,"0.00",,,"85","97","70","  280","  240","17.0","23.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-05-04","5.82",,"0.00",,,"85","99","69","  310","  300","16.1","28.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-05-05","4.92",,"0.00",,,"87","103","71","  280","  310","12.1","15.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-05-06","6.04",,"0.00",,,"90","106","74","  270","  290","17.0","21.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-05-07","7.38",,"0.00",,,"91","106","72","  280","  240","17.0","21.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-05-08","6.49",,"0.00",,,"91","104","74","  260","  260","15.0","19.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-05-09","5.37",,"0.00",,,"91","101","77","  260","  260","17.0","21.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-05-10","7.61",,"0.00",,,"90","100","81","  200","  200","23.9","31.1",,,"    1",,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-05-11","10.29",,"0.00",,,"88","100","76","  280","  270","23.0","29.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-05-12","9.17",,"0.00",,,"85","96","73","  270","  300","21.9","25.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-05-13","7.16",,"0.00",,,"82","91","70","  270","  280","17.0","21.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-05-14","6.49",,"0.00",,,"80","91","69","  280","   10","13.0","17.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-05-15","6.04",,"0.00",,,"82","94","69","  300","  340","15.0","23.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-05-16","5.82",,"0.00",,,"86","98","71","  280","  290","15.0","19.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-05-17","8.50",,"0.00",,,"88","102","74","  150","  160","23.0","38.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-05-18","7.38",,"0.00",,,"88","101","73","  270","  190","21.9","30.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-05-19","11.41",,"0.00",,,"85","91","72","  270","  250","25.9","35.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-05-20","4.70",,"0.00",,,"76","86","63","  310","  260","16.1","21.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-05-21","5.37",,"0.00",,,"78","92","64","  230","  230","14.1","18.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-05-22","6.93",,"0.00",,,"81","96","66","  270","  240","17.0","23.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-05-23","8.72",,"0.00",,,"83","95","70","  270","  270","18.1","25.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-05-24","7.83",,"0.00",,,"83","95","71","  260","  270","16.1","21.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-05-25","6.49",,"0.00",,,"85","97","70","  220","  300","15.0","21.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-05-26","5.59",,"0.00",,,"88","103","72","  280","  360","14.1","19.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-05-27","8.05",,"0.00",,,"91","107","74","  270","  270","17.0","25.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-05-28","8.95",,"0.00",,,"96","109","79","  280","  270","19.9","30.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-05-29","5.82",,"0.00",,,"97","112","82","  270","  280","18.1","21.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-05-30","6.93",,"0.00",,,"100","111","84","  180","  160","21.9","28.0",,,"    1",,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-05-31","7.83",,"0.00",,,"96","107","83","  270","  310","21.9","25.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-06-01","6.71",,"0.00",,,"94","105","82","  260","  320","17.0","21.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-06-02","8.50",,"0.00",,,"97","107","87","  230","  270","18.1","23.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-06-03","6.04",,"0.00",,,"98","110","85","  300","  320","15.0","23.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-06-04","6.71",,"0.00",,,"99","112","84","  270","  280","19.9","25.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-06-05","7.61",,"0.00",,,"98","107","85","  280","  280","23.0","25.9",,,"    1",,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-06-06","8.50",,"0.00",,,"87","93","74","  280","  280","19.9","23.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-06-07","9.62",,"0.00",,,"86","97","76","  270","  270","21.9","29.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-06-08","12.53",,"0.00",,,"84","90","75","  300","  290","25.1","34.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-06-09","6.93",,"0.00",,,"82","94","74","  350","   10","16.1","23.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-06-10","5.14",,"0.00",,,"87","105","72","  110","   90","13.0","16.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-06-11","5.82",,"0.00",,,"92","108","75","  270","  320","18.1","21.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-06-12","8.05",,"0.00",,,"95","110","80","  160","  170","18.1","25.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-06-13","9.84",,"0.00",,,"95","106","79","  270","  280","23.9","29.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-06-14","8.05",,"0.00",,,"91","107","74","  190","  220","19.9","25.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-06-15","7.61",,"0.00",,,"92","106","77","  290","  310","18.1","23.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-06-16","7.16",,"0.00",,,"93","106","77","  240","  260","21.0","23.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-06-17","7.83",,"0.00",,,"91","104","76","  280","  290","18.1","23.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-06-18","6.71",,"0.00",,,"90","103","76","  170","  170","16.1","21.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-06-19","6.26",,"0.00",,,"91","102","76","  220","  180","13.0","18.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-06-20","6.93",,"0.00",,,"92","105","77","  280","  260","15.0","21.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-06-21","7.16",,"0.00",,,"95","108","81","  270","  290","15.0","21.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-06-22","7.16",,"0.00",,,"96","109","81","  280","  260","17.0","23.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-06-23","7.38",,"0.00",,,"97","110","83","  280","  280","21.0","25.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-06-24","6.04",,"0.00",,,"97","111","81","  290","  250","16.1","23.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-06-25","5.14",,"0.00",,,"98","110","82","  290","  190","15.0","19.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-06-26","7.38",,"0.00",,,"96","110","82","  280","  260","18.1","25.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-06-27","7.16",,"0.00",,,"97","108","84","  280","  270","23.0","25.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-06-28","10.07",,"0.00",,,"94","105","81","  230","  230","23.0","28.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-06-29","9.40",,"0.00",,,"92","101","81","  280","  270","23.9","34.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-06-30","7.83",,"0.00",,,"89","100","76","  210","  280","17.0","25.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-07-01","10.29",,"0.00",,,"90","105","76","  280","  330","19.9","25.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-07-02","6.04",,"0.00",,,"94","104","80","  170","  180","15.0","28.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-07-03","6.26",,"0.00",,,"94","105","85","  320","  290","15.0","19.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-07-04","6.93",,"0.00",,,"98","110","86","  280","  270","19.9","25.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-07-05","8.50",,"0.00",,,"100","112","87","  270","  280","19.9","25.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-07-06","7.38",,"0.00",,,"99","111","83","  300","  320","18.1","23.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-07-07","6.71",,"0.00",,,"98","111","84","  290","  350","16.1","23.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-07-08","8.05",,"0.00",,,"101","111","90","  290","  270","19.9","25.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-07-09","7.61",,"0.00",,,"101","110","90","  300","  270","18.1","21.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-07-10","11.41",,"0.00",,,"101","111","91","  280","  280","23.0","28.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-07-11","10.07",,"0.00",,,"103","115","94","  240","  280","21.0","29.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-07-12","7.16",,"0.00",,,"104","116","93","  180","  160","17.0","23.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-07-13","7.61",,"0.00",,,"105","114","93","  270","  240","17.0","23.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-07-14","8.50",,"0.00",,,"101","111","90","  270","  270","21.9","27.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-07-15","7.38",,"0.00",,,"100","109","89","  280","  280","15.0","18.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-07-16","6.71",,"0.00",,,"100","111","88","  300","  280","15.0","19.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-07-17","5.82",,"0.00",,,"100","109","90","  270","  350","14.1","17.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-07-18","9.17",,"0.00",,,"101","111","91","  290","  290","19.9","28.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-07-19","8.50",,"0.00",,,"101","108","93","  270","  240","14.1","19.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-07-20","6.71",,"0.00",,,"100","103","93","  270","  330","16.1","21.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-07-21","7.38",,"0.00",,,"98","109","89","  180","  170","23.9","30.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-07-22","5.82",,"0.00",,,"98","107","88","  190","  180","21.9","30.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-07-23","10.29",,"0.00",,,"96","98","86","  170","  150","23.0","30.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-07-24","8.50",,"0.10",,,"90","104","79","   10","   10","40.9","55.9",,,"    1",,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-07-25","7.16",,"0.00",,,"90","105","82","   70","  240","15.0","21.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-07-26","5.37",,"0.00",,,"97","110","86","  280","  340","14.1","21.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-07-27","7.61",,"0.00",,,"100","111","90","   80","   80","18.1","21.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-07-28","7.61",,"0.00",,,"101","115","90","  310","  330","16.1","23.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-07-29","9.17",,"0.00",,,"103","115","91","  270","  320","19.9","25.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-07-30","9.40",,"0.00",,,"103","118","91","  260","  330","21.9","31.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-07-31","7.38",,"0.00",,,"105","116","91","  290","  280","19.9","23.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-08-01","8.05",,"0.00",,,"103","111","93","  290","  290","18.1","21.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-08-02","6.49",,"0.00",,,"101","109","93","  280","  270","16.1","23.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-08-03","7.16",,"0.00",,,"101","114","89","  270","  270","21.0","23.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-08-04","5.82",,"0.00",,,"100","111","87","  270","  280","19.9","23.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-08-05","10.07",,"0.00",,,"101","112","90","  280","  300","21.9","31.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-08-06","5.59",,"0.00",,,"97","109","83","  280","  160","17.0","27.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-08-07","5.14",,"0.00",,,"97","109","83","  300","  330","14.1","19.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-08-08","5.82",,"0.00",,,"100","111","88","  280","  320","18.1","23.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-08-09","5.82",,"0.00",,,"99","112","84","  280","  290","21.9","25.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-08-10","6.71",,"0.00",,,"99","111","84","  280","  280","18.1","23.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-08-11","7.16",,"0.00",,,"100","109","89","  210","  200","21.0","25.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-08-12","5.82",,"0.00",,,"99","111","89","  270","  280","16.1","21.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-08-13","6.04",,"0.00",,,"102","115","91","  270","  270","23.9","30.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-08-14","6.93",,"0.00",,,"103","117","89","  270","  300","18.1","23.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-08-15","7.61",,"0.00",,,"104","114","92","  280","  280","18.1","23.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-08-16","8.05",,"0.00",,,"103","115","91","  160","  180","21.0","28.0",,,,"    1","    1",
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-08-17","7.61",,"0.00",,,"101","115","90","  100","   90","38.9","59.1",,,"    1","    1","    1",
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-08-18","7.16",,"0.00",,,"102","115","90","   40","   40","34.0","40.9",,,"    1",,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-08-19","4.92",,"0.00",,,"103","115","91","   80","  220","14.1","18.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-08-20","9.62",,"0.90",,,"103","112","79","  360","  360","38.0","55.9",,,"    1",,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-08-21","9.40",,"0.00",,,"92","100","81","  290","  280","21.0","28.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-08-22","8.72",,"0.00",,,"95","106","87","  280","  280","21.0","23.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-08-23","5.14",,"0.00",,,"98","110","89","   80","  310","14.1","19.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-08-24","4.92",,"0.00",,,"102","115","90","  270","  260","21.9","28.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-08-25","4.47",,"0.00",,,"103","112","91","   10","   10","18.1","25.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-08-26","5.14",,"0.00",,,"100","112","89","  130","  120","14.1","15.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-08-27","6.93",,"0.00",,,"100","113","89","   80","   80","25.1","29.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-08-28","7.38",,"0.00",,,"100","112","90","  270","  290","19.9","23.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-08-29","9.62",,"0.00",,,"99","103","83","  170","  170","33.1","42.9",,,"    1",,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-08-30","7.16",,"0.00",,,"90","103","77","  340","  330","29.1","36.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-08-31","6.26",,"0.00",,,"86","100","78","  280","  260","16.1","21.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-09-01","8.50",,"0.00",,,"93","102","84","  290","  300","19.9","32.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-09-02","7.16",,"0.00",,,"93","102","85","  270","  260","18.1","23.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-09-03","6.04",,"0.00",,,"96","107","86","  290","  330","16.1","23.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-09-04","4.47",,"0.00",,,"98","114","84","  130","  340","12.1","18.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-09-05","6.93",,"0.00",,,"102","115","88","  120","  110","18.1","23.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-09-06","6.71",,"0.00",,,"101","113","89","  250","  300","14.1","17.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-09-07","7.83",,"0.00",,,"98","109","85","  290","  290","17.0","23.0",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-09-08","11.41",,"0.00",,,"95","99","80","  300","  300","25.9","33.1",,,,,"    1",
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-09-09","6.49",,"0.00",,,"83","90","70","  210","  220","16.1","19.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-09-10","5.82",,"0.00",,,"81","93","69","   70","   50","19.9","23.9",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-09-11","3.36",,"0.00",,,"82","93","72","  110","  120","8.9","12.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-09-12","3.58",,"0.00",,,"84","99","72","  180","  170","12.1","14.1",,,,,,
"USW00023183","PHOENIX AIRPORT, AZ US","33.4278","-112.00365","339.2","2020-09-13","4.70",,"0.00",,,"88","103","74","  110","  100","14.1","17.0",,,,,,
